disno,historic,class_key,event_name,iso,origin,associ_types,ofda_response,appeal,decl,amount_aid,magni,magn_scale,lat,long,start_year,total_deaths,total_affec,total_damage,total_damadj,cpi,entry_date,last_update
1612,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",137,74,32,0,1,0,164.0,134.0,Km2,37.075,70.089,1997,672.0,290000.0,2000.0,3646.0,54.84845417099281,2006-10-26,2023-09-25
1613,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",1,74,32,0,0,0,12741.0,4891.0,Km2,37.075,70.089,1997,672.0,105000.0,88000.0,160442.0,54.84845417099281,2006-03-01,2023-09-25
1614,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",84,74,32,0,0,0,12741.0,4891.0,Km2,37.075,70.089,1997,672.0,1065000.0,88000.0,160442.0,54.84845417099281,2007-09-12,2023-09-25
1615,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",149,74,85,1,0,0,17528.0,452800.0,Km2,37.075,70.089,1997,60.0,500000.0,407000.0,742045.0,54.84845417099281,2006-03-01,2023-09-25
1616,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",167,476,84,0,0,0,10.0,60000.0,Km2,37.075,70.089,1997,12.0,3000000.0,407000.0,742045.0,54.84845417099281,2006-03-01,2023-09-25
1617,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",80,476,49,0,0,0,10.0,60000.0,Km2,37.075,70.089,1997,12.0,3000000.0,407000.0,742045.0,54.84845417099281,2006-03-01,2023-09-25
1618,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",206,476,49,0,1,0,85.0,60000.0,Km2,37.075,70.089,1997,12.0,3000000.0,407000.0,742045.0,54.84845417099281,2006-10-26,2023-09-25
1619,1,nat-cli-dro-dro,"Cilly, Désirée et Fanny",34,476,8,0,0,0,7454.0,60000.0,Km2,37.075,70.089,1997,12.0,120.0,169100.0,308304.0,54.84845417099281,2006-11-22,2023-09-25
1620,1,nat-hyd-mmw-lan,"Cilly, Désirée et Fanny",118,476,8,0,0,0,7454.0,6.2,°C,37.075,70.089,1998,12.0,120.0,1500000.0,2693005.0,55.69986280534719,2003-07-01,2023-09-25
1621,1,nat-met-ext-col,"Cilly, Désirée et Fanny",17,476,8,0,0,0,7454.0,6.2,°C,37.075,70.089,1998,120.0,34000.0,1500000.0,2693005.0,55.69986280534719,2008-01-30,2023-09-25
1622,1,nat-met-sto-sto,"Cilly, Désirée et Fanny",31,476,8,1,0,0,7454.0,185.0,Kph,37.075,70.089,1998,28.0,2000.0,1500000.0,2693005.0,55.69986280534719,2007-05-06,2023-09-25
1623,1,nat-met-sto-sto,"Cilly, Désirée et Fanny",94,476,8,0,0,0,7454.0,185.0,Kph,37.075,70.089,1998,1.0,500.0,500000.0,897668.0,55.69986280534719,2003-07-01,2023-09-25
1624,1,nat-met-sto-ext,"Cilly, Désirée et Fanny",65,476,8,0,0,0,7454.0,185.0,Kph,37.075,70.089,1998,15.0,3000.0,500000.0,897668.0,55.69986280534719,2010-08-06,2023-09-25
1625,1,nat-hyd-flo-flo,Cholera,200,476,8,0,0,0,7454.0,97.0,Km2,37.075,70.089,1998,7.0,2200.0,61300.0,110054.0,55.69986280534719,2003-07-01,2023-09-25
1626,1,nat-hyd-flo-coa,Cholera,9,476,8,0,0,0,7454.0,97.0,Km2,37.075,70.089,1998,2.0,200.0,61300.0,110054.0,55.69986280534719,2005-12-02,2023-09-25
1627,1,nat-hyd-mmw-ava,Cholera,87,476,8,0,0,0,7454.0,97.0,Kph,37.075,70.089,1998,32.0,40.0,2854.0,5124.0,55.69986280534719,2003-07-01,2023-09-25
1628,1,nat-hyd-mmw-lan,Cholera,146,476,8,0,0,0,7454.0,97.0,Kph,37.075,70.089,1998,14.0,2600.0,2854.0,5124.0,55.69986280534719,2003-07-01,2023-09-25
1629,1,nat-met-sto-bli,Cholera,101,476,8,0,0,0,7454.0,97.0,Kph,37.075,70.089,1998,26.0,2000.0,2854.0,5124.0,55.69986280534719,2003-07-01,2023-09-25
1630,1,nat-met-sto-sto,Cholera,200,476,8,0,0,0,7454.0,97.0,Kph,37.075,70.089,1998,16.0,2200.0,1400000.0,2513471.0,55.69986280534719,2007-05-06,2023-09-25
1631,1,nat-hyd-flo-riv,Cholera,131,476,42,0,0,0,7454.0,97.0,Km2,37.075,70.089,1998,4.0,15000.0,89.0,160.0,55.69986280534719,2005-10-26,2023-09-25
1632,1,nat-hyd-mmw-lan,Cholera,126,476,42,0,0,0,7454.0,97.0,Km2,37.075,70.089,1998,87.0,2500.0,100000.0,179534.0,55.69986280534719,2003-07-01,2023-09-25
1633,1,nat-hyd-flo-coa,Cholera,9,476,42,0,0,0,7454.0,97.0,Km2,37.075,70.089,1998,2.0,1175.0,100000.0,179534.0,55.69986280534719,2005-12-02,2023-09-25
1634,1,nat-hyd-flo-flo,Cholera,73,121,42,0,0,0,7454.0,97.0,Km2,37.075,70.089,1998,3.0,900.0,150000.0,269300.0,55.69986280534719,2003-07-01,2023-09-25
1635,1,nat-met-sto-tor,Cholera,200,121,42,0,0,1,7454.0,97.0,Kph,37.075,70.089,1998,42.0,550.0,150000.0,269300.0,55.69986280534719,2006-07-09,2023-09-25
1636,1,nat-met-sto-sto,Cholera,200,121,53,0,0,0,7454.0,97.0,Kph,37.075,70.089,1998,10.0,10000.0,100000.0,179534.0,55.69986280534719,2003-07-01,2023-09-25
1637,1,nat-geo-ear-gro,Cholera,0,121,53,1,1,0,7454.0,5.9,Richter,37.075,70.089,1998,2323.0,32818.0,10000.0,17953.0,55.69986280534719,2004-04-05,2023-09-25
1638,1,nat-met-sto-sto,Cholera,5,121,53,0,0,0,112.0,6.6,Kph,30.154,57.605,1998,60.0,4000.0,62500.0,112209.0,55.69986280534719,2003-07-01,2023-09-25
1639,1,nat-hyd-mmw-lan,Cholera,24,121,53,0,0,0,112.0,6.6,Kph,30.154,57.605,1998,60.0,23.0,62500.0,112209.0,55.69986280534719,2003-07-01,2023-09-25
1640,1,nat-met-sto-hai,Cholera,200,121,53,0,0,0,112.0,6.6,Kph,30.154,57.605,1998,9.0,4000.0,62500.0,112209.0,55.69986280534719,2006-07-09,2023-09-25
1641,1,nat-hyd-mmw-ava,Cholera,62,121,33,0,0,0,112.0,6.6,Km2,30.154,57.605,1998,9.0,21.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1642,1,nat-hyd-mmw-ava,Cholera,146,121,33,0,0,0,112.0,6.6,Km2,30.154,57.605,1998,31.0,7.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1643,1,nat-hyd-flo-flo,Cholera,199,121,33,0,0,0,112.0,6.6,Km2,30.154,57.605,1998,1.0,9300.0,5000.0,8977.0,55.69986280534719,2007-05-06,2023-09-25
1644,1,nat-geo-ear-gro,Cholera,87,121,33,0,0,0,2287.0,6.6,Richter,30.154,57.605,1998,5.0,1500.0,20700.0,37163.0,55.69986280534719,2004-03-25,2023-09-25
1645,1,nat-bio-epi-dis,Cholera,84,121,33,0,0,0,2287.0,202.0,Vaccinated,41.083,114.5,1998,672.0,200000.0,20700.0,37163.0,55.69986280534719,2003-07-01,2023-09-25
1646,1,nat-met-sto-bli,Cholera,34,121,33,0,0,0,2287.0,202.0,Kph,41.083,114.5,1998,1000.0,200000.0,20700.0,37163.0,55.69986280534719,2003-07-01,2023-09-25
1647,1,nat-hyd-flo-flo,Cholera,144,121,33,1,0,0,328.0,202.0,Km2,41.083,114.5,1998,1000.0,200000.0,20700.0,37163.0,55.69986280534719,2005-10-26,2023-09-25
1648,1,nat-bio-epi-bac,Cholera,170,121,33,0,0,0,198.0,4428.0,Kph,41.083,114.5,1998,248.0,6704.0,20700.0,37163.0,55.69986280534719,2003-07-01,2023-09-25
1649,1,nat-met-sto-tro,Ron,190,121,33,0,0,0,198.0,4428.0,Kph,41.083,114.5,1998,30.0,500.0,20700.0,37163.0,55.69986280534719,2003-07-01,2023-09-25
1650,1,nat-hyd-flo-flo,"Yali, Zuman",210,121,33,0,0,0,11730.0,4428.0,Km2,41.083,114.5,1998,30.0,3000.0,20700.0,37163.0,55.69986280534719,2005-10-26,2023-09-25
1651,1,nat-hyd-flo-flo,"Yali, Zuman",212,121,33,0,0,0,11730.0,4428.0,Km2,41.083,114.5,1998,30.0,1300000.0,20700.0,37163.0,55.69986280534719,2003-07-01,2023-09-25
1652,1,nat-hyd-flo-fla,"Yali, Zuman",0,121,33,0,0,0,11730.0,4428.0,Km2,41.083,114.5,1998,30.0,300.0,2000.0,3591.0,55.69986280534719,2005-10-26,2023-09-25
1653,1,nat-met-sto-sto,"Yali, Zuman",118,121,33,0,0,0,11730.0,4428.0,Kph,41.083,114.5,1998,4.0,800.0,2000.0,3591.0,55.69986280534719,2003-07-01,2023-09-25
1654,1,nat-hyd-mmw-ava,"Yali, Zuman",186,121,33,0,0,0,11730.0,4428.0,Km2,41.083,114.5,1998,11.0,2000.0,2000.0,3591.0,55.69986280534719,2003-07-01,2023-09-25
1655,1,nat-cli-wil-for,"Yali, Zuman",27,121,33,0,0,0,11730.0,4428.0,Km2,41.083,114.5,1998,3.0,2000.0,2000.0,3591.0,55.69986280534719,2007-09-19,2023-09-25
1656,1,nat-cli-wil-for,"Yali, Zuman",84,121,33,0,0,0,11730.0,4428.0,Km2,41.083,114.5,1998,3.0,2000.0,1300000.0,2333938.0,55.69986280534719,2007-05-06,2023-09-25
1657,1,nat-cli-wil-for,"Yali, Zuman",132,121,33,0,0,0,184.0,100000.0,Km2,41.083,114.5,1998,3.0,7000.0,2000.0,3591.0,55.69986280534719,2007-09-19,2023-09-25
1658,1,nat-hyd-flo-riv,"Yali, Zuman",9,121,33,0,0,0,184.0,100000.0,Km2,41.083,114.5,1998,3.0,7000.0,270000.0,484741.0,55.69986280534719,2003-07-01,2023-09-25
1659,1,nat-hyd-flo-flo,"Yali, Zuman",25,121,33,0,0,0,184.0,9254.0,Km2,41.083,114.5,1998,3.0,5000.0,270000.0,484741.0,55.69986280534719,2003-07-01,2023-09-25
1660,1,nat-hyd-mmw-lan,"Yali, Zuman",85,121,33,0,0,0,184.0,9254.0,Km2,41.083,114.5,1998,26.0,3000.0,270000.0,484741.0,55.69986280534719,2003-07-01,2023-09-25
1661,1,nat-hyd-mmw-lan,"Yali, Zuman",144,121,33,0,0,0,184.0,9254.0,Km2,41.083,114.5,1998,13.0,3000.0,270000.0,484741.0,55.69986280534719,2003-07-01,2023-09-25
1662,1,nat-hyd-flo-riv,"Yali, Zuman",200,121,33,0,0,0,184.0,9254.0,Km2,41.083,114.5,1998,11.0,18000.0,270000.0,484741.0,55.69986280534719,2005-10-26,2023-09-25
1663,1,nat-met-sto-tor,"Yali, Zuman",200,10,33,0,0,0,184.0,9254.0,Kph,41.083,114.5,1998,14.0,665.0,62500.0,112209.0,55.69986280534719,2006-04-26,2023-09-25
1664,1,nat-cli-wil-lan,"Yali, Zuman",25,10,33,1,0,0,184.0,9254.0,Km2,41.083,114.5,1998,1.0,12000.0,36000.0,64632.0,55.69986280534719,2003-07-01,2023-09-25
1665,1,nat-met-sto-sto,"Yali, Zuman",101,10,33,0,0,0,3668.0,101.0,Kph,41.083,114.5,1998,19.0,598000.0,285500.0,512569.0,55.69986280534719,2003-07-01,2023-09-25
1666,1,nat-geo-ear-gro,"Yali, Zuman",34,10,33,1,0,0,3668.0,6.2,Richter,41.083,114.5,1998,49.0,598000.0,285500.0,512569.0,55.69986280534719,2003-09-12,2023-09-25
1667,1,nat-geo-ear-gro,"Yali, Zuman",91,10,73,0,0,0,1038.0,5.2,Richter,43.164,12.701,1998,19.0,905.0,1100000.0,1974870.0,55.69986280534719,2004-03-25,2023-09-25
1668,1,nat-hyd-flo-flo,"Yali, Zuman",5,10,73,1,0,0,1038.0,35000.0,Km2,32.457,59.976,1998,19.0,360000.0,1100000.0,1974870.0,55.69986280534719,2007-05-06,2023-09-25
1669,1,nat-hyd-flo-flo,"Yali, Zuman",25,10,73,0,0,0,175.0,5.8,Km2,32.457,59.976,1998,55.0,32000.0,1000.0,1795.0,55.69986280534719,2007-05-06,2023-09-25
1670,1,nat-hyd-flo-flo,"Yali, Zuman",154,10,73,1,0,0,175.0,5.8,Km2,32.457,59.976,1998,55.0,32000.0,5000.0,8977.0,55.69986280534719,2007-05-06,2023-09-25
1671,1,nat-hyd-flo-flo,"Yali, Zuman",25,10,73,0,0,0,175.0,5.8,Km2,32.457,59.976,1998,3.0,32000.0,98000.0,175943.0,55.69986280534719,2003-07-01,2023-09-25
1672,1,nat-cli-wil-lan,"Yali, Zuman",71,10,73,0,0,0,175.0,5.8,Km2,32.457,59.976,1998,3.0,1500.0,98000.0,175943.0,55.69986280534719,2003-07-01,2023-09-25
1673,1,nat-geo-ear-gro,"Yali, Zuman",87,10,73,0,0,0,175.0,5.8,Richter,32.457,59.976,1998,12.0,2935.0,98000.0,175943.0,55.69986280534719,2004-03-25,2023-09-25
1674,1,nat-hyd-flo-fla,"Yali, Zuman",87,10,73,0,0,0,175.0,850.0,Km2,46.245,13.652,1998,84.0,56002.0,98000.0,175943.0,55.69986280534719,2006-07-09,2023-09-25
1675,1,nat-hyd-flo-flo,"Yali, Zuman",116,373,53,0,0,0,175.0,200.0,Km2,46.245,13.652,1998,2.0,20000.0,200500.0,359965.0,55.69986280534719,2003-07-01,2023-09-25
1676,1,nat-cli-wil-for,"Yali, Zuman",147,373,53,1,0,0,175.0,200.0,Km2,46.245,13.652,1998,2.0,300.0,200500.0,359965.0,55.69986280534719,2003-07-01,2023-09-25
1677,1,nat-met-sto-tro,"Yali, Zuman",207,373,53,0,0,0,175.0,157.0,Kph,46.245,13.652,1998,3.0,2400.0,200500.0,359965.0,55.69986280534719,2003-07-01,2023-09-25
1678,1,nat-hyd-flo-riv,Cholera,31,373,53,0,0,0,50.0,418.0,Km2,46.245,13.652,1998,3.0,3100.0,200500.0,359965.0,55.69986280534719,2003-07-01,2023-09-25
1679,1,nat-met-sto-hai,Cholera,200,373,53,0,0,1,50.0,418.0,Kph,46.245,13.652,1998,1.0,138.0,200500.0,359965.0,55.69986280534719,2006-04-26,2023-09-25
1680,1,nat-hyd-flo-fla,Cholera,196,373,53,0,0,0,50.0,418.0,Km2,46.245,13.652,1998,56.0,1035.0,200500.0,359965.0,55.69986280534719,2003-07-01,2023-09-25
1681,1,nat-met-sto-hai,Cholera,200,373,53,0,0,0,50.0,418.0,Kph,46.245,13.652,1998,43.0,1035.0,200500.0,359965.0,55.69986280534719,2006-04-26,2023-09-25
1682,1,nat-met-sto-sto,Cholera,17,373,73,0,0,0,50.0,100.0,Kph,46.245,13.652,1998,14.0,200.0,135000.0,242370.0,55.69986280534719,2003-07-01,2023-09-25
1683,1,nat-met-sto-san,Cholera,34,373,73,0,0,0,50.0,110.0,Kph,46.245,13.652,1998,12.0,18900.0,135000.0,242370.0,55.69986280534719,2005-12-09,2023-09-25
1684,1,nat-bio-epi-bac,Cholera,146,373,73,0,0,0,50.0,110.0,Kph,46.245,13.652,1998,250.0,18900.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1685,1,nat-met-sto-tor,Arenal,85,373,73,1,0,0,50.0,110.0,Kph,46.245,13.652,1998,250.0,40500.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1686,1,nat-geo-ear-gro,Arenal,10,373,73,0,0,0,50.0,5.7,Richter,46.245,13.652,1998,51.0,700.0,66000.0,118492.0,55.69986280534719,2004-03-25,2023-09-25
1687,1,nat-geo-ear-gro,Arenal,177,373,73,1,0,0,50.0,5.7,Richter,46.245,13.652,1998,51.0,700.0,66000.0,118492.0,55.69986280534719,2004-03-25,2023-09-25
1688,1,nat-hyd-flo-riv,Arenal,186,373,73,1,0,0,413.0,500.0,Km2,10.5,84.7,1998,51.0,40974.0,66000.0,118492.0,55.69986280534719,2006-07-09,2023-09-25
1689,1,nat-hyd-flo-fla,Arenal,196,10,73,0,0,0,732.0,12.0,Km2,10.5,84.7,1998,5.0,4600.0,28700.0,51526.0,55.69986280534719,2005-10-26,2023-09-25
1690,1,nat-met-sto-sto,Arenal,34,121,73,0,0,0,5042.0,1900.0,Kph,10.5,84.7,1998,62.0,1426.0,28700.0,51526.0,55.69986280534719,2003-07-01,2023-09-25
1691,1,nat-hyd-mmw-lan,Arenal,156,121,73,0,0,0,5042.0,1900.0,Km2,10.5,84.7,1998,13.0,11.0,28700.0,51526.0,55.69986280534719,2003-07-01,2023-09-25
1692,1,nat-hyd-mmw-lan,Arenal,91,121,73,0,0,0,5042.0,1900.0,Km2,10.5,84.7,1998,160.0,3682.0,28700.0,51526.0,55.69986280534719,2006-02-09,2023-09-25
1693,1,nat-hyd-flo-flo,Arenal,159,514,59,0,0,0,5042.0,1900.0,Km2,10.5,84.7,1998,50.0,3500.0,8000.0,14363.0,55.69986280534719,2003-07-01,2023-09-25
1694,1,nat-geo-vol-ash,Arenal,43,514,59,0,0,0,5042.0,1900.0,Km2,10.5,84.7,1998,50.0,450.0,8000.0,14363.0,55.69986280534719,2005-06-01,2023-09-25
1695,1,nat-cli-wil-for,Cholera,31,514,59,0,0,0,5042.0,1900.0,Km2,37.106,70.11,1998,50.0,8000.0,8000.0,14363.0,55.69986280534719,2003-07-01,2023-09-25
1696,1,nat-cli-wil-for,Cholera,118,514,59,1,0,0,5042.0,2448.0,Km2,37.106,70.11,1998,50.0,35824.0,8000.0,14363.0,55.69986280534719,2006-07-09,2023-09-25
1697,1,nat-bio-epi-bac,Cholera,196,514,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,1871.0,35824.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1698,1,nat-bio-epi-bac,Cholera,197,514,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,30.0,600.0,10000.0,17953.0,55.69986280534719,2008-06-24,2023-09-25
1699,1,nat-bio-epi-bac,Cholera,37,514,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,746.0,9605.0,10000.0,17953.0,55.69986280534719,2005-06-10,2023-09-25
1700,1,nat-bio-epi-bac,Acute respiratory syndrome,37,514,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,32.0,114.0,10000.0,17953.0,55.69986280534719,2005-06-15,2023-09-25
1701,1,nat-bio-epi-bac,Acute respiratory syndrome,201,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,40.0,148.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1702,1,nat-bio-epi-vir,Acute respiratory syndrome,149,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,114.0,527.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1703,1,nat-bio-epi-bac,Acute neurological syndrome,15,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,78.0,527.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1704,1,nat-bio-epi-bac,Acute neurological syndrome,164,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,372.0,2709.0,10000.0,17953.0,55.69986280534719,2005-06-15,2023-09-25
1705,1,nat-bio-epi-bac,Acute neurological syndrome,136,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,39.0,211.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1706,1,nat-bio-epi-vir,Acute haemorrhagic fever syndrome,0,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,12.0,7.0,10000.0,17953.0,55.69986280534719,2005-06-10,2023-09-25
1707,1,nat-bio-epi-bac,Dengue fever,36,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,126.0,980.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1708,1,nat-bio-epi-vir,Dengue fever,84,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,777.0,32665.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1709,1,nat-bio-epi-bac,Cholera,37,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,115.0,3962.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1710,1,nat-bio-epi-par,Dengue fever,196,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,590.0,4853.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1711,1,nat-bio-epi-bac,Dengue fever,54,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,12.0,213932.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1712,1,nat-bio-epi-vir,Dengue fever,25,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,133.0,213932.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1713,1,nat-bio-epi-vir,Acute respiratory syndrome,141,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,133.0,3.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1714,1,nat-bio-epi-dis,Encaphalitis,163,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,39.0,3.0,10000.0,17953.0,55.69986280534719,2003-07-01,2023-09-25
1715,1,nat-bio-epi-vir,Encaphalitis,195,10,73,0,0,0,5042.0,6.6,Vaccinated,37.106,70.11,1998,54.0,250000.0,10000.0,17953.0,55.69986280534719,2005-06-10,2023-09-25
1716,1,nat-geo-ear-gro,01B,0,10,73,1,1,0,5042.0,6.6,Richter,37.106,70.11,1998,4700.0,116935.0,10000.0,17953.0,55.69986280534719,2004-04-05,2023-09-25
1717,1,nat-hyd-flo-fla,01B,87,10,3,0,0,0,1551.0,150.0,Km2,-17.731,-65.431,1998,27.0,500.0,30000000.0,53860097.0,55.69986280534719,2005-10-26,2023-09-25
1718,1,nat-met-sto-tor,01B,206,143,3,0,0,0,1551.0,150.0,Kph,-17.731,-65.431,1998,42.0,500.0,30000000.0,53860097.0,55.69986280534719,2003-07-01,2023-09-25
1719,1,nat-met-sto-tro,01B,17,143,3,0,0,0,1551.0,150.0,Kph,-17.731,-65.431,1998,19.0,108944.0,30000000.0,53860097.0,55.69986280534719,2003-07-01,2023-09-25
1720,1,nat-hyd-flo-riv,Pacaya,34,143,3,1,0,0,131738.0,250000.0,Km2,-17.731,-65.431,1998,3656.0,238973000.0,30000000.0,53860097.0,55.69986280534719,2006-07-09,2023-09-25
1721,1,nat-hyd-flo-riv,Pacaya,159,10,53,0,0,0,3511.0,129.0,Km2,-17.731,-65.431,1998,10.0,20000.0,1000000.0,1795337.0,55.69986280534719,2003-07-01,2023-09-25
1722,1,nat-hyd-flo-fla,Pacaya,193,10,53,0,0,0,3511.0,129.0,Km2,-17.731,-65.431,1998,10.0,1240047.0,1000000.0,1795337.0,55.69986280534719,2005-10-26,2023-09-25
1723,1,nat-met-sto-hai,Pacaya,200,143,53,0,0,0,3511.0,129.0,Kph,-17.731,-65.431,1998,1.0,23.0,2000500.0,3591571.0,55.69986280534719,2006-07-09,2023-09-25
1724,1,nat-geo-ear-gro,Pacaya,24,143,53,1,0,0,3511.0,6.6,Richter,-17.731,-65.431,1998,95.0,18050.0,890000.0,1597850.0,55.69986280534719,2003-09-12,2023-09-25
1725,1,nat-geo-vol-ash,Pacaya,75,143,53,0,0,0,1549.0,575.0,Km2,14.4,-90.6,1998,100.0,600.0,890000.0,1597850.0,55.69986280534719,2005-06-01,2023-09-25
1726,1,nat-hyd-mmw-lan,03A,34,143,53,0,0,0,1549.0,575.0,Km2,3.878,35.307,1998,100.0,15.0,890000.0,1597850.0,55.69986280534719,2006-07-09,2023-09-25
1727,1,nat-hyd-flo-riv,03A,34,121,53,0,0,0,1549.0,575.0,Km2,3.878,35.307,1998,15.0,1300.0,34700.0,62298.0,55.69986280534719,2005-10-26,2023-09-25
1728,1,nat-hyd-mmw-lan,03A,85,245,53,0,0,0,1549.0,180.0,Km2,3.878,35.307,1998,48.0,150.0,3500.0,6284.0,55.69986280534719,2006-07-10,2023-09-25
1729,1,nat-hyd-flo-riv,03A,159,245,53,1,1,0,1549.0,180.0,Km2,3.878,35.307,1998,13.0,78600.0,3500.0,6284.0,55.69986280534719,2006-07-09,2023-09-25
1730,1,nat-met-sto-hai,03A,200,10,53,0,0,1,98.0,180.0,Kph,3.878,35.307,1998,18.0,750.0,1000000.0,1795337.0,55.69986280534719,2006-07-09,2023-09-25
1731,1,nat-met-sto-tro,03A,85,10,73,1,0,0,98.0,145.0,Kph,3.878,35.307,1998,2871.0,4600893.0,469000.0,842013.0,55.69986280534719,2006-07-09,2023-09-25
1732,1,nat-met-sto-sto,Mt. Merapi,144,10,73,0,0,0,2270.0,1052.0,Kph,3.878,35.307,1998,12.0,40124.0,276000.0,495513.0,55.69986280534719,2003-07-01,2023-09-25
1733,1,nat-cli-wil-lan,Mt. Merapi,200,10,73,0,0,0,2270.0,1052.0,Km2,3.878,35.307,1998,1.0,40124.0,276000.0,495513.0,55.69986280534719,2006-07-09,2023-09-25
1734,1,nat-hyd-flo-fla,Mt. Merapi,193,10,73,0,0,0,2270.0,1030.0,Km2,3.878,35.307,1998,22.0,300.0,150000.0,269300.0,55.69986280534719,2003-07-01,2023-09-25
1735,1,nat-hyd-flo-fla,Mt. Merapi,9,10,73,0,0,0,2270.0,1030.0,Km2,3.878,35.307,1998,1.0,300.0,150000.0,269300.0,55.69986280534719,2005-10-26,2023-09-25
1736,1,nat-hyd-flo-riv,Mt. Merapi,158,143,73,1,0,0,2270.0,1030.0,Km2,3.878,35.307,1998,31.0,12000.0,150000.0,269300.0,55.69986280534719,2006-07-09,2023-09-25
1737,1,nat-met-sto-sto,Mt. Merapi,159,10,69,0,0,0,1740.0,108.0,Kph,3.878,35.307,1998,8.0,160.0,160000.0,287254.0,55.69986280534719,2006-07-09,2023-09-25
1738,1,nat-hyd-flo-flo,Mt. Merapi,186,10,69,0,0,0,1740.0,6.3,Km2,3.878,35.307,1998,11.0,916.0,469000.0,842013.0,55.69986280534719,2003-07-01,2023-09-25
1739,1,nat-hyd-flo-fla,Mt. Merapi,200,10,69,0,0,1,1740.0,6.3,Km2,3.878,35.307,1998,11.0,14000.0,469000.0,842013.0,55.69986280534719,2006-07-09,2023-09-25
1740,1,nat-hyd-flo-fla,Mt. Merapi,200,319,21,0,0,0,1740.0,6.3,Km2,3.878,35.307,1998,145.0,1589600.0,550000.0,987435.0,55.69986280534719,2003-07-01,2023-09-25
1741,1,nat-geo-ear-gro,Mt. Merapi,193,319,21,0,0,0,1740.0,6.3,Richter,3.878,35.307,1998,145.0,1589600.0,550000.0,987435.0,55.69986280534719,2004-03-25,2023-09-25
1742,1,nat-hyd-flo-riv,Mt. Merapi,17,319,21,1,0,0,234100.0,91120.0,Km2,38.65,-28.626,1998,1050.0,15000050.0,4300000.0,7719947.0,55.69986280534719,2008-01-03,2023-09-25
1743,1,nat-met-ext-hea,Mt. Merapi,91,121,21,0,0,0,418.0,46.0,°C,38.65,-28.626,1998,10.0,1100.0,72000.0,129264.0,55.69986280534719,2003-07-01,2023-09-25
1744,1,nat-geo-ear-gro,Mt. Merapi,12,121,21,1,0,0,418.0,6.2,Richter,38.65,-28.626,1998,10.0,1100.0,72000.0,129264.0,55.69986280534719,2004-03-25,2023-09-25
1745,1,nat-geo-ear-gro,Mt. Merapi,193,121,21,0,0,0,418.0,5.1,Richter,36.874,35.321,1998,130.0,1016.0,75000.0,134650.0,55.69986280534719,2004-03-25,2023-09-25
1746,1,nat-hyd-flo-riv,Mt. Merapi,142,121,21,0,0,0,418.0,38.0,Km2,38.717,48.507,1998,130.0,200.0,75000.0,134650.0,55.69986280534719,2005-10-26,2023-09-25
